,id,yield
252,15541,6609.499373142096
253,15542,7475.996137982647
254,15543,7089.284421976146
255,15544,4579.343479818422
256,15545,4761.40928560075
257,15546,7691.451042686017
258,15547,5383.038365170848
259,15548,6182.963475955052
260,15549,6896.570698037033
261,15550,6607.107583770225
262,15551,7231.275031942036
263,15552,6490.556986001529
264,15553,4391.978330982241
265,15554,5801.508612764339
266,15555,5928.3649291777365
267,15556,6626.878582320966
268,15557,7269.823381215114
269,15558,4124.262614600253
270,15559,5685.778287118928
271,15560,7048.48174652779
272,15561,5811.703409435247
273,15562,7550.211078352989
274,15563,6723.882268881064
275,15564,4231.995198012959
276,15565,6546.5131179302425
277,15566,7057.595233975905
278,15567,6398.753074524748
279,15568,3610.386238217793
280,15569,4348.158080376233
281,15570,5102.367289889436
282,15571,5421.850554571815
283,15572,3928.3435409751087
284,15573,5842.394243281089
285,15574,6240.041614606414
286,15575,6405.596190932365
287,15576,3916.0911772884383
288,15577,6139.787175860051
289,15578,6838.261245569798
290,15579,3216.8323077546584
291,15580,7624.505747640277
292,15581,7272.005402394838
293,15582,7229.254942255071
294,15583,3084.054227687036
295,15584,5459.364862058886
296,15585,4178.35655756706
297,15586,6483.312710703558
298,15587,7963.254607663657
299,15588,6535.756979788089
300,15589,5540.728124351005
301,15590,5183.075662447935
302,15591,5977.285204095088
303,15592,8008.3183426199275
304,15593,7030.745644375393
305,15594,6595.384075269302
306,15595,4214.3753058929215
307,15596,4401.225837949253
308,15597,4942.833973228794
309,15598,5393.708191451257
310,15599,5601.783081094306
311,15600,5276.665685647318
312,15601,5979.40529712993
313,15602,7114.648378140797
314,15603,4888.137948634071
315,15604,6566.961407148156
316,15605,7219.048074833392
317,15606,6968.573284923092
318,15607,5856.269073343636
319,15608,6767.150472754498
320,15609,7455.46751288149
321,15610,6467.208798487309
322,15611,4818.289035619244
323,15612,5033.985857474941
324,15613,6560.501411224452
325,15614,4388.860532823945
326,15615,6227.198048680076
327,15616,6201.365371946554
328,15617,5212.668037707238
329,15618,6630.806028125427
330,15619,6890.385986955325
331,15620,4715.829620424209
332,15621,3995.6240169223456
333,15622,4181.459128258125
334,15623,5503.364493111489
335,15624,5175.927456413736
336,15625,4138.727802479157
337,15626,7308.009193741583
338,15627,5358.256796614035
339,15628,5929.563016269309
340,15629,5788.493125013397
341,15630,5454.264261837174
342,15631,5969.812819734291
343,15632,5918.435766619323
344,15633,4916.881710477389
345,15634,7199.12704328589
346,15635,4989.429009342055
347,15636,7376.21354572368
348,15637,6062.720404320926
349,15638,5816.825180297662
350,15639,4544.066816898879
351,15640,5730.852307428274
352,15641,6909.181541223642
353,15642,6795.000000663966
354,15643,4353.963535346489
355,15644,6238.968006128477
356,15645,5456.055067394966
357,15646,5664.924177429416
358,15647,7845.310708872809
359,15648,5722.033676185276
360,15649,6961.184069029696
361,15650,8252.139642089704
362,15651,5577.963069949684
363,15652,8343.804475641911
364,15653,4934.72458978203
365,15654,7021.451576088199
366,15655,4699.5777797292585
367,15656,7292.789715660687
368,15657,5388.539906948595
369,15658,6642.417478144767
370,15659,7234.6313994080265
371,15660,7754.229626122954
372,15661,7403.0276232184915
373,15662,6438.019455599553
374,15663,7396.02167075796
375,15664,4252.631184155351
376,15665,4186.0878632651775
377,15666,4788.463222473773
378,15667,6829.983932658394
379,15668,7289.404448401836
380,15669,5402.137963389179
381,15670,6731.625591677954
382,15671,5794.56751094087
383,15672,5055.232840611923
384,15673,7243.148215439271
385,15674,6355.574342895709
386,15675,4540.013400551465
387,15676,5469.228651458452
388,15677,5341.997729430901
389,15678,7497.840174206108
390,15679,6681.369786633995
391,15680,4675.7918893785545
392,15681,7326.190441552161
393,15682,6482.652625993991
394,15683,5827.770392966686
395,15684,6450.690861763624
396,15685,6452.305719703028
397,15686,7937.497615384331
398,15687,5605.363962303006
399,15688,7344.371256182606
400,15689,7380.51986345428
401,15690,6594.257454012317
402,15691,6137.477880721932
403,15692,5243.081431329579
404,15693,6764.177357835598
405,15694,6400.849424366478
406,15695,6370.419612603165
407,15696,6948.929967809429
408,15697,5525.909101462188
409,15698,7390.154571131546
410,15699,5566.713531284617
411,15700,6860.916118875357
412,15701,3929.1380234032395
413,15702,4453.79232970313
414,15703,3165.3396194392944
415,15704,4256.152522553528
416,15705,6104.648512365371
417,15706,6646.706656204912
418,15707,6386.004867188289
419,15708,6505.938880671346
420,15709,6984.211327281666
421,15710,6831.849328971958
422,15711,6319.976291175043
423,15712,7247.125327537625
424,15713,5538.43573558426
425,15714,4540.962636626002
426,15715,5573.489478663487
427,15716,6545.971490233285
428,15717,5396.579453187394
429,15718,5327.906127694324
430,15719,6410.028091848987
431,15720,5088.03288449497
432,15721,5387.348138886842
433,15722,6799.041527794836
434,15723,6527.095747241981
435,15724,4961.635241455865
436,15725,5686.9410671334335
437,15726,6965.384917130688
438,15727,7219.5002585826005
439,15728,4878.134804556582
440,15729,5514.08571314579
441,15730,4818.965836547019
442,15731,4905.623129646409
443,15732,7296.222345692431
444,15733,6440.001615400366
445,15734,7382.329031534347
446,15735,5239.1070538750955
447,15736,6856.112321283314
448,15737,6734.907030448759
449,15738,3439.014626502837
450,15739,3854.52544648373
451,15740,7142.32286581876
452,15741,5672.999761456103
453,15742,6242.945955298614
454,15743,4362.143631233423
455,15744,6415.863146999897
456,15745,7570.214464175503
457,15746,6217.049476755868
458,15747,5339.076250583309
459,15748,7034.792894052423
460,15749,5454.779565840042
461,15750,6279.178341258017
462,15751,5642.776981682527
463,15752,5866.609156817708
464,15753,6411.1297801499295
465,15754,6071.320300337522
466,15755,5980.660763085373
467,15756,6771.463793432447
468,15757,5587.8892405631905
469,15758,5715.06822193543
470,15759,5640.078914511741
471,15760,5496.079654738828
472,15761,5261.133607565256
473,15762,3575.811025971768
474,15763,5712.305497243424
475,15764,8170.378413461338
476,15765,7102.198209491
477,15766,8118.473468159567
478,15767,6029.92956362492
479,15768,5656.242192295738
480,15769,4493.787056470433
481,15770,4581.027985278512
482,15771,5391.841730926362
483,15772,5852.450640793539
484,15773,6533.294990996425
485,15774,3708.9624415057087
486,15775,6680.672936292387
487,15776,5792.024860278853
488,15777,7813.035844784482
489,15778,6222.436361344236
490,15779,7733.908089156709
491,15780,6081.639944247144
492,15781,6392.642258099337
493,15782,6534.7120925988365
494,15783,8221.746413983696
495,15784,7312.595644914021
496,15785,7738.580855525986
497,15786,6451.294664470208
498,15787,6759.0189060766015
499,15788,4411.151113918309
500,15789,4812.541413706419
501,15790,5570.5884263901235
502,15791,6725.998408156856
503,15792,6925.788408814826
504,15793,6474.752670846106
505,15794,6884.69816384329
506,15795,5907.496190115395
507,15796,7536.02481638005
508,15797,6707.908787440324
509,15798,4431.254117653998
510,15799,7247.603513537515
511,15800,6781.772018185067
512,15801,5706.074991927165
513,15802,4846.7081273035055
514,15803,5988.361200078847
515,15804,7013.575448057399
516,15805,6467.243965297326
517,15806,7422.16651238413
518,15807,5246.70007624821
519,15808,4620.304460469667
520,15809,7465.625152177365
521,15810,5930.125353553417
522,15811,7535.148474657212
523,15812,6066.1132499759915
524,15813,5364.29528658769
525,15814,6028.870008848169
526,15815,7231.067388994718
527,15816,6203.127549388883
528,15817,3666.2909904985268
529,15818,7251.974692536171
530,15819,7105.739552692682
531,15820,4680.613929995266
532,15821,7157.899027750073
533,15822,6173.594334974167
534,15823,6244.766001679929
535,15824,5850.887981230686
536,15825,7203.238465435669
537,15826,6145.635047247658
538,15827,6065.559605382225
539,15828,4475.508127877711
540,15829,4420.581400679897
541,15830,3491.06422076632
542,15831,7606.805767089822
543,15832,4385.56327757491
544,15833,4568.052519259033
545,15834,6323.269202251082
546,15835,7431.573239257674
547,15836,7129.647781929458
548,15837,3463.353499533193
549,15838,7651.70537739947
550,15839,4420.30694567252
551,15840,8146.109420005892
552,15841,3555.6756576581306
553,15842,6770.18452959756
554,15843,5800.140698257974
555,15844,6060.988872581972
556,15845,5405.6433306125855
557,15846,6856.9723091493215
558,15847,7395.721807997073
559,15848,6059.781226350513
560,15849,5688.6217329097835
561,15850,6766.550490154632
562,15851,6992.107922137094
563,15852,8193.663824941199
564,15853,7348.111050289865
565,15854,5242.4571361569215
566,15855,3748.408946551042
567,15856,4186.863234597446
568,15857,5979.287159902844
569,15858,5848.967406904068
570,15859,4787.061796634696
571,15860,8312.48837806816
572,15861,6054.504321354646
573,15862,6384.524912372918
574,15863,7726.101540703972
575,15864,5405.837994748762
576,15865,7803.839383505084
577,15866,6465.583294649773
578,15867,5419.940426885655
579,15868,7474.82514356841
580,15869,4892.436404010377
581,15870,7377.852961809533
582,15871,5642.914889693492
583,15872,7560.450557386839
584,15873,8228.257345166832
585,15874,8034.457878555707
586,15875,7489.214728607723
587,15876,6198.5403496401805
588,15877,6315.247815145623
589,15878,8034.447756316763
590,15879,7345.584078762369
591,15880,7940.131910582082
592,15881,4735.5549509794855
593,15882,7393.664506707098
594,15883,6476.990384925275
595,15884,6456.25301651365
596,15885,5359.017807184935
597,15886,5431.382364949823
598,15887,6757.814408965324
599,15888,4441.0179430699445
600,15889,6737.228111208848
601,15890,6138.059082117061
602,15891,6313.100663934236
603,15892,4551.2115191182575
604,15893,6833.591403152006
605,15894,5442.19566032563
606,15895,6088.705274858547
607,15896,6459.26205145313
608,15897,6389.875626965749
609,15898,5311.50362883916
610,15899,7279.248734637871
611,15900,5738.232946428953
612,15901,6715.2730853498915
613,15902,5474.705010920712
614,15903,6409.09115370366
615,15904,5646.986900575349
616,15905,8031.193460375752
617,15906,6590.43386818328
618,15907,7273.838524343102
619,15908,5664.388609728378
620,15909,5516.881802774628
621,15910,5942.2346628670975
622,15911,6525.53379718037
623,15912,6751.49816679305
624,15913,6648.658274344171
625,15914,5453.719600987859
626,15915,6360.633287311743
627,15916,5141.534421373123
628,15917,5460.709124395737
629,15918,4357.059992979213
630,15919,7273.677215045536
631,15920,5943.615383403391
632,15921,5904.48432149852
633,15922,7300.774758791963
634,15923,4931.206105344334
635,15924,5167.985702186754
636,15925,7081.026746450948
637,15926,6658.963293236482
638,15927,3639.0620040279236
639,15928,5492.380589717001
640,15929,6336.527206714665
641,15930,6958.100318944264
642,15931,6597.631341948872
643,15932,4264.921377580149
644,15933,4803.026297229793
645,15934,6330.000211079482
646,15935,6126.838877697071
647,15936,3900.3540132916823
648,15937,6419.6639149939165
649,15938,6516.964004041417
650,15939,7060.751109776704
651,15940,5497.77847687993
652,15941,6324.121776267629
653,15942,7666.8433805126
654,15943,7900.655450018196
655,15944,4888.948768390563
656,15945,5541.298067905361
657,15946,6069.3023436286485
658,15947,4203.638635528074
659,15948,4548.668944001294
660,15949,2605.910655425351
661,15950,8115.567495452342
662,15951,5721.725693692855
663,15952,6046.802766545277
664,15953,5534.94444357522
665,15954,7376.736036022204
666,15955,6203.278492471503
667,15956,6183.913326157893
668,15957,6468.731054564439
669,15958,6749.416124106232
670,15959,6279.755194981851
671,15960,6728.359176594009
672,15961,5321.393169450001
673,15962,4962.714481064018
674,15963,7266.481425387271
675,15964,5977.622377223211
676,15965,6380.946037510739
677,15966,3092.2617534769365
678,15967,6063.470854634257
679,15968,6305.304569672115
680,15969,4170.297368331212
681,15970,6495.444710731286
682,15971,5733.2518387811015
683,15972,6436.26863658589
684,15973,6423.827775252868
685,15974,6608.297293771293
686,15975,8145.280421241097
687,15976,6453.891129003058
688,15977,7734.730001237001
689,15978,7718.989239557262
690,15979,7336.17583831042
691,15980,6800.445455341102
692,15981,5149.455797497942
693,15982,6480.154354514492
694,15983,7145.365600764497
695,15984,7222.766484565336
696,15985,4404.312213380388
697,15986,6468.318745815513
698,15987,3973.042899132298
699,15988,6109.796454840127
700,15989,6714.121295321614
701,15990,5722.56998935016
702,15991,7214.399244128549
703,15992,4188.090369226864
704,15993,5034.887252032293
705,15994,5792.952433986196
706,15995,5714.428251477223
707,15996,7260.583492251692
708,15997,5389.732888068151
709,15998,6872.512272761606
710,15999,6476.872167898658
711,16000,8139.7482897868085
712,16001,6594.449786566108
713,16002,3918.5376124123495
714,16003,6232.606738685385
715,16004,5439.64693207908
716,16005,7270.013702172908
717,16006,7409.5982418198455
718,16007,3932.368827839497
719,16008,5619.080588841758
720,16009,3862.5355103015854
721,16010,3130.378927909892
722,16011,6385.299227627866
723,16012,7209.340057953028
724,16013,7494.5990306777
725,16014,5684.703688282339
726,16015,6479.85793596077
727,16016,5246.662359869976
728,16017,5703.19008262935
729,16018,6870.682242820652
730,16019,7279.210187815837
731,16020,5740.10763424433
732,16021,7482.526531238359
733,16022,6466.808610550257
734,16023,5308.711655136258
735,16024,6935.646604432887
736,16025,4044.2497330749457
737,16026,6393.425152012934
738,16027,5537.248037538036
739,16028,7343.074533239365
740,16029,6220.431395569784
741,16030,3165.785798639811
742,16031,5884.696166553705
743,16032,6250.241180026895
744,16033,6564.429084262428
745,16034,4893.579320154536
746,16035,7252.40700655994
747,16036,6889.918003819711
748,16037,4477.723015600392
749,16038,5505.434257283261
750,16039,2816.4204015156365
751,16040,5174.930075903909
752,16041,6777.874450810271
753,16042,6542.960113551844
754,16043,6875.455595597237
755,16044,4535.545534186281
756,16045,4163.893851334376
757,16046,6336.096259696296
758,16047,3605.1258684992054
759,16048,3815.8653836289136
760,16049,8086.023829269118
761,16050,5902.065337481507
762,16051,7209.335985066427
763,16052,5622.725035691272
764,16053,3662.7759029349263
765,16054,5383.939434867537
766,16055,7167.566673534103
767,16056,8056.34086593817
768,16057,2812.3269845269233
769,16058,6043.239701836958
770,16059,5599.445884334721
771,16060,7083.899266893153
772,16061,4207.698378358208
773,16062,7144.449734669627
774,16063,5995.5389065426625
775,16064,6326.94509067433
776,16065,6221.110306139
777,16066,6635.453493419258
778,16067,6916.956314817896
779,16068,5585.852759339137
780,16069,4028.346107934267
781,16070,5877.140859909277
782,16071,4961.2197633615115
783,16072,6495.138270181456
784,16073,4981.455363500887
785,16074,5476.583779773454
786,16075,6801.517308194367
787,16076,7428.72429656841
788,16077,7335.693619880357
789,16078,6825.225154827615
790,16079,7098.045502642368
791,16080,6442.707469198699
792,16081,4604.824772290115
793,16082,6356.326599188984
794,16083,3510.6172289729884
795,16084,6876.80977883454
796,16085,5462.123293428965
797,16086,7226.256897364154
798,16087,6592.316807216111
799,16088,7157.128678798601
800,16089,6138.4355993096415
801,16090,7075.303762133745
802,16091,5341.010435807776
803,16092,6737.3376404998735
804,16093,4511.860167926185
805,16094,6354.0845287963275
806,16095,4844.176853424267
807,16096,4325.153130631655
808,16097,6554.5243942429615
809,16098,7305.2260132539905
810,16099,6401.6031340961335
811,16100,6655.645113692476
812,16101,6796.000865738153
813,16102,7781.740363310453
814,16103,8062.227434309872
815,16104,4332.649315704029
816,16105,4776.174059079662
817,16106,6428.238654243532
818,16107,4045.3450214623167
819,16108,6994.489886575111
820,16109,5853.465489726811
821,16110,3092.7473033798815
822,16111,3557.301958799309
823,16112,4620.434691522503
824,16113,7058.008735938871
825,16114,5795.590030485868
826,16115,7851.827503718613
827,16116,6874.0768193407275
828,16117,4927.51692745967
829,16118,6457.422766621752
830,16119,6535.979508293232
831,16120,4902.456021253582
832,16121,5434.790192331871
833,16122,5614.614363235511
834,16123,3975.9461436379875
835,16124,5608.8184380425255
836,16125,7176.218268739288
837,16126,6969.357172102989
838,16127,6821.988003488854
839,16128,6639.606009274165
840,16129,7186.027645729786
841,16130,7611.4710458859045
842,16131,6817.363602012199
843,16132,6885.694892412181
844,16133,6236.986099528356
845,16134,3976.294394782343
846,16135,3703.7903127622185
847,16136,4424.987974053399
848,16137,7567.993400258923
849,16138,2710.1663059268926
850,16139,7346.020744741478
851,16140,8217.687679925168
852,16141,5122.23175401891
853,16142,4350.683963850455
854,16143,7187.202105896313
855,16144,7112.624967269243
856,16145,6586.75074386893
857,16146,3331.115315202089
858,16147,6279.857543256355
859,16148,6634.840395343113
860,16149,6455.480941918284
861,16150,5472.2387988089085
862,16151,5541.374226878204
863,16152,7481.817816120291
864,16153,3678.1177651328826
865,16154,4213.329380533797
866,16155,6206.208811368342
867,16156,4729.047206514121
868,16157,6151.349399800298
869,16158,6325.41302127802
870,16159,5295.107549342387
871,16160,5456.870235548326
872,16161,7143.247043883266
873,16162,6932.940582100009
874,16163,3967.9126112241947
875,16164,4608.567267748811
876,16165,7232.84072956177
877,16166,7446.192983742616
878,16167,4581.482919525759
879,16168,3606.269190665612
880,16169,4068.558450382243
881,16170,6148.848222708067
882,16171,6060.438365535477
883,16172,7968.104696040793
884,16173,6625.649786201012
885,16174,8307.439138097858
886,16175,6061.598177432666
887,16176,6388.831732687265
888,16177,6826.585981323202
889,16178,4711.119438526741
890,16179,5664.666898117697
891,16180,7023.8478027978
892,16181,6356.063406078572
893,16182,5361.288801355098
894,16183,6098.473562119786
895,16184,5943.707780862176
896,16185,5573.368100527016
897,16186,4009.061337221836
898,16187,5710.038074251699
899,16188,7118.725136198744
900,16189,6471.306169020763
901,16190,7169.448586753424
902,16191,6432.8552881701935
903,16192,5867.0287882345965
904,16193,5918.149976519769
905,16194,8236.574285128636
906,16195,7156.83730520789
907,16196,7170.609866120106
908,16197,6768.999448463352
909,16198,5296.980642128654
910,16199,5310.227856579404
911,16200,5487.481176543047
912,16201,6955.497923052722
913,16202,6120.80930116501
914,16203,5792.911335293896
915,16204,4104.1681592688965
916,16205,5594.277873463677
917,16206,5545.949159278574
918,16207,5146.526968162669
919,16208,5933.489722712087
920,16209,7750.73422923044
921,16210,7347.674667941945
922,16211,4772.977125224962
923,16212,4610.073980703499
924,16213,5107.028322532994
925,16214,3407.5705429923414
926,16215,6330.271183486548
927,16216,6812.306994478497
928,16217,4157.004372170299
929,16218,7499.6698823998795
930,16219,3765.4516717985925
931,16220,6427.800588342451
932,16221,8415.023887973472
933,16222,6399.02764321196
934,16223,6096.578903291558
935,16224,5266.119788698317
936,16225,5544.358424028479
937,16226,5900.793917666773
938,16227,7768.042252013329
939,16228,7729.827858248146
940,16229,7251.556347469894
941,16230,7290.766227761784
942,16231,5888.462636850858
943,16232,3188.949122145422
944,16233,4176.308485535514
945,16234,6387.735483950781
946,16235,6174.39165819491
947,16236,6095.178848307537
948,16237,7137.8213111801715
949,16238,6052.673348301935
950,16239,5973.064945649559
951,16240,5795.052719202589
952,16241,3647.6288016336875
953,16242,7343.6253985371395
954,16243,3512.180209635991
955,16244,7132.735601017409
956,16245,7173.403581056446
957,16246,5662.6299928773415
958,16247,7183.250865955726
959,16248,7648.965007897124
960,16249,7623.137556573148
961,16250,5701.725607711955
962,16251,6022.614283935158
963,16252,4130.545449288339
964,16253,8203.238613524127
965,16254,5362.904762674991
966,16255,6393.422567336475
967,16256,7614.256294978841
968,16257,7526.381148097871
969,16258,4789.74781133622
970,16259,6445.657773102448
971,16260,3901.5711330245845
972,16261,3271.911959766872
973,16262,6869.645408918955
974,16263,6842.570734475505
975,16264,6479.262238000358
976,16265,8188.819088969714
977,16266,5748.253481147685
978,16267,5460.081532756426
979,16268,5513.6685272030645
980,16269,6512.175237921189
981,16270,6500.530848935221
982,16271,6212.613338905653
983,16272,5249.134539883273
984,16273,5946.305616023294
985,16274,4592.712276808712
986,16275,6553.14405366542
987,16276,6679.422603339246
988,16277,7060.535844249217
989,16278,7373.253617393702
990,16279,6190.740164813964
991,16280,5606.66234416924
992,16281,4423.6823906048285
993,16282,6398.1577876823685
994,16283,7337.372262573274
995,16284,6675.70304544753
996,16285,5703.251190970606
997,16286,5105.11117140586
998,16287,5554.991031396361
999,16288,5188.697954088257
1000,16289,6524.362527893614
1001,16290,7400.2110323154875
1002,16291,3790.3979200060435
1003,16292,4500.830294847534
1004,16293,4353.753957591865
1005,16294,8124.516485142466
1006,16295,5793.875758900942
1007,16296,3842.8086504902776
1008,16297,3641.666492493564
1009,16298,7350.566336513885
1010,16299,4519.939761812615
1011,16300,6448.691331194684
1012,16301,7375.459679970462
1013,16302,4067.099477068062
1014,16303,5379.710338099708
1015,16304,4672.886811616807
1016,16305,5482.653636042577
1017,16306,6666.981880723237
1018,16307,7871.77525487644
1019,16308,4901.223083062501
1020,16309,7622.4344338217215
1021,16310,3452.516525097692
1022,16311,4381.2497853040695
1023,16312,6605.056909191791
1024,16313,7141.9682981043325
1025,16314,7360.78725453747
1026,16315,4321.016450264108
1027,16316,3905.423504186175
1028,16317,8442.363723160754
1029,16318,5537.209488657862
1030,16319,5788.382395480781
1031,16320,4922.967511290517
1032,16321,5335.2155984871115
1033,16322,5057.89384326021
1034,16323,6590.275526326029
1035,16324,7657.864925075296
1036,16325,4121.007440965055
1037,16326,7972.242971985705
1038,16327,5951.79032800906
1039,16328,6182.745396475469
1040,16329,4183.31787770642
1041,16330,4304.638717649686
1042,16331,5762.779443880462
1043,16332,7291.017954704027
1044,16333,4708.888593042213
1045,16334,6228.006634312628
1046,16335,6123.664725071123
1047,16336,6966.652290967229
1048,16337,3701.2387045713976
1049,16338,6134.799433591097
1050,16339,6175.529491434946
1051,16340,5636.162874322385
1052,16341,6631.619830336926
1053,16342,7495.2616297211625
1054,16343,5640.462899552723
1055,16344,7660.870524220202
1056,16345,6385.259141110626
1057,16346,4340.073114331948
1058,16347,7272.345973821071
1059,16348,5420.099044406713
1060,16349,6287.403327119884
